host,is_compromised,x,y,cluster
C56,,10.305206,0.58041835,1
C5602,,13.195234,-4.6677036,1
C5604,,11.158058,-6.4081936,1
C5608,,13.117686,-4.820689,1
C561,,1.3295499,5.7186317,0
C5611,,-0.06756975,4.466767,0
C5613,,10.453021,0.83842546,1
C5618,,7.037729,2.3653867,1
C5622,,-8.125869,5.3317204,0
C5624,,-0.1109833,4.3601875,0
C5626,,11.1960125,-5.4271593,1
C5628,,12.045011,-5.08342,1
C5630,,11.1992235,-5.4116645,1
C5632,,11.830632,-5.404357,1
C5633,,11.644242,-4.7262597,1
C5635,,11.730172,-4.7334156,1
C5637,,-0.06243971,4.2571173,0
C5638,,11.13234,7.228442,2
C5640,,10.69459,4.9313254,2
C5648,,-0.13757494,4.4318995,0
C5651,,15.724767,1.9604791,1
C5653,,3.5890403,4.6542883,0
C5661,,-0.031333983,4.207118,0
C5670,,-7.4621277,5.9578066,0
C5671,,14.590871,-3.769682,1
C5672,,-0.12970589,4.393866,0
C5674,,-0.13875331,4.4383783,0
C5677,,-0.07425878,4.294757,0
C5678,,15.231218,-4.398167,1
C5679,,-0.07123031,4.2823553,0
C5681,,-0.13235603,4.438093,0
C5688,,-7.459469,5.9607205,0
C569,,11.538265,-4.660823,1
C5690,,-7.6025534,5.2929626,0
C5696,,0.42359093,3.1637812,1
C5698,,10.496489,4.7240777,2
C570,,10.274649,0.5028822,1
C5705,,-0.13116531,4.3966846,0
C5713,,-0.08375005,4.4677453,0
C5715,,-0.13797988,4.4301286,0
C5720,,13.883022,4.53827,2
C5721,,11.941835,3.0961022,2
C5730,,-7.4357967,5.9921346,0
C5732,,-0.1367018,4.433266,0
C5735,,14.430547,-3.0681865,1
C5736,,13.955455,4.5898685,2
C5739,,-7.5916877,5.2900825,0
C5741,,-0.14922626,4.389982,0
C5742,,7.7032123,3.2484362,1
C5744,,7.6890597,3.2437224,1
C5746,,11.528657,2.8650937,1
C575,,-1.6720362,8.395548,0
C5750,,3.8962133,1.8659706,1
C5751,,16.899738,4.705205,2
C5753,,9.82814,3.0886104,2
C5756,,9.647311,4.3324504,2
C5757,,13.599673,6.258423,2
C576,,12.161785,-5.293387,1
C5760,,-0.052554354,4.5122066,0
C5763,,7.5500684,9.418841,2
C577,,12.102398,-5.16436,1
C5771,,7.4893003,4.039008,2
C5774,,6.430662,8.684638,1
C5778,,7.469635,9.526123,2
C578,,11.438249,-5.7154565,1
C5780,,6.7514596,4.265761,2
C5782,,7.5706906,9.422283,2
C5783,,10.277944,0.5006375,1
C5784,,2.340903,8.895072,0
C5787,,3.5113642,9.9585285,2
C5788,,-0.6359094,7.8455696,0
C5791,,8.777025,9.8685255,2
C5799,,8.029636,4.4643006,2
C58,,6.432752,8.724914,0
C5802,,3.49357,9.942286,0
C5808,,3.5027637,9.9463825,0
C581,,12.1490555,-6.501969,1
C5811,,6.709416,8.934579,1
C5815,,1.9656773,-0.29159492,1
C5826,,6.2821836,3.8692253,1
C5827,,6.225948,8.637704,0
C5828,,7.48899,9.536336,2
C584,,11.5019,0.6939131,1
C5841,,13.229715,5.854584,2
C5843,,12.782563,0.5020478,2
C5847,,10.662135,1.1780387,2
C585,,14.074543,4.315995,2
C5850,,1.3453,6.130891,1
C5853,,13.906727,5.829873,2
C5857,,8.991467,9.216111,2
C5858,,15.7538,1.9462005,2
C586,,13.833726,4.285542,-1
C5866,,11.469661,-5.1140633,1
C5874,,14.500253,-3.2742949,1
C5880,,14.502801,-3.2477665,1
C5883,,14.883256,-4.826059,1
C5888,,5.4443183,8.475299,0
C5893,,5.4157486,8.49585,0
C59,,10.653434,1.1753404,1
C590,,13.6710415,0.69963336,2
C5900,,13.885818,4.5921264,2
C5902,,7.0517483,10.079389,2
C5904,,5.4841075,8.483384,0
C5905,,0.61461514,6.501144,0
C5913,,7.3940535,9.624055,2
C5919,,6.568969,8.793741,1
C592,,12.915877,0.19967094,2
C5921,,12.385234,1.2459295,2
C5923,,12.414864,1.2137657,1
C5924,,12.621845,0.77740765,2
C5925,,12.834948,0.7487043,2
C5927,,12.374825,1.25334,2
C5929,,12.378434,1.251774,1
C5931,,12.414352,1.2040147,2
C5932,,14.255792,3.9377398,1
C5934,,6.451257,8.511828,1
C5936,,12.396366,1.22471,2
C5937,,13.580077,5.4807553,2
C5939,,12.334489,1.3013774,2
C5941,,5.535068,8.459216,0
C5942,,11.535291,15.249074,2
C5944,,7.3480883,1.9387435,1
C5946,,4.9561143,4.576483,1
C5948,,7.407609,9.706733,2
C5949,,5.2031913,4.7092557,1
C595,,11.391067,-5.047842,1
C5954,,11.4596405,8.215342,2
C5956,,9.318538,9.105882,2
C5957,,11.276421,7.56207,2
C5959,,3.527318,9.979284,0
C5963,,6.9199924,2.6310663,1
C5965,,11.614556,8.565899,2
C5967,,9.356663,3.8029935,2
C5969,,11.435862,16.017876,2
C597,,13.144919,-0.0039635184,1
C5971,,8.540002,2.6961813,2
C5973,,11.780893,17.294792,2
C5974,,5.322563,4.223288,1
C5975,,8.439345,2.6015394,2
C5977,,11.548593,15.465292,2
C5979,,11.223411,15.248063,2
C5981,,2.3254087,3.7768595,0
C5983,,5.961413,3.3055055,1
C5985,,3.4130979,3.1140616,0
C5987,,11.195441,15.211285,2
C5989,,11.555051,8.378824,2
C5991,,14.774919,5.5498676,2
C5993,,11.089591,16.017073,2
C5995,,2.4234807,3.5821078,0
C5997,,9.446827,2.744761,2
C5999,,3.1299357,2.9989915,0
C6,,11.024374,-4.995583,1
C60,,2.7132392,4.065078,0
C600,,11.578357,-6.154204,1
C6001,,16.176489,4.9184585,2
C6003,,7.6045794,2.3517642,2
C6005,,11.582216,8.459051,2
C6007,,1.7100925,-0.6047042,1
C6008,,12.584188,16.803772,2
C601,,12.159137,-5.197516,1
C6012,,8.401656,3.4049597,2
C6014,,8.025812,4.0226693,2
C6016,,2.3457575,3.7636635,0
C6018,,5.420107,2.8573418,1
C602,,12.310312,0.32986298,2
C6022,,9.595255,2.698609,2
C6024,,1.1115352,-0.5630429,1
C6027,,14.754901,5.402026,2
C6030,,7.527543,4.216702,2
C6031,,7.283939,3.0274954,2
C6033,,2.776597,3.446091,0
C6035,,2.9448283,3.3906395,0
C6037,,6.444267,8.744742,0
C6039,,9.843911,3.895738,2
C604,,-8.122624,5.3273697,0
C6041,,4.99277,2.099992,1
C6047,,5.4278607,4.7205877,1
C605,,12.307662,-6.9469624,1
C6050,,11.750403,8.88131,2
C6051,,8.4882765,3.3963976,2
C6053,,11.467027,15.443761,2
C6055,,9.64207,4.2447867,2
C6058,,7.545322,4.207505,2
C6062,,13.60678,6.399447,2
C6064,,11.712646,8.737994,2
C6066,,1.090507,-0.57591075,1
C6067,,12.504017,14.448304,2
C6069,,4.9629607,2.1377318,1
C607,,10.203637,0.33131492,1
C6071,,16.62724,4.648932,2
C6073,,7.6793566,3.0699022,2
C6075,,11.209298,13.997717,2
C6077,,6.5902514,3.442085,2
C6079,,16.5876,4.8596344,2
C608,,7.0753527,9.9443245,2
C6081,,4.137197,1.4190755,1
C6083,,14.6230345,5.349614,2
C6089,,12.252864,16.55382,2
C6091,,12.437293,16.349058,2
C6093,,9.192466,3.7458181,2
C6094,,7.8262224,2.1788845,1
C6096,,14.578233,5.418252,2
C6098,,9.923431,4.449652,2
C6100,,16.911188,4.7191224,2
C6102,,3.601613,2.2197459,1
C6104,,11.8161745,9.02618,2
C6106,,12.592042,16.81347,2
C6110,,7.6955767,3.3898368,2
C6111,,12.023403,16.906744,2
C6113,,4.838334,4.490806,1
C6115,,16.768492,4.769979,2
C6117,,4.7787113,4.589292,1
C612,,13.850582,4.268876,-1
C6121,,5.7103186,4.40071,1
C6123,,4.1387095,2.6434026,1
C6125,,8.60955,4.147348,2
C6127,,12.35326,16.49336,2
C6129,,2.9338753,3.3861582,0
C6131,,14.601084,5.4052052,2
C6133,,9.6946945,4.283667,2
C6135,,2.349822,3.7509005,0
C6137,,5.490544,4.346893,1
C614,,12.766692,0.42649382,2
C6141,,5.360744,4.1418533,1
C6144,,3.9351618,2.2251413,1
C6146,,9.586136,3.4539714,2
C6148,,6.894966,3.529828,1
C6150,,4.799187,6.102715,2
C6151,,5.0226884,2.870472,1
C6153,,7.737786,2.1817756,1
C6157,,10.115562,4.5709453,2
C616,,16.878271,4.8315644,2
C6161,,11.979109,15.690972,2
C6163,,12.160653,16.121794,2
C6165,,7.3943977,3.168221,2
C6169,,8.707271,3.4438846,2
C617,,-1.9264842,8.552809,0
C6171,,8.514278,3.4716792,2
C6173,,3.502356,9.967141,0
C6175,,10.37173,3.2581964,2
C6177,,9.707842,4.353926,2
C6179,,14.343453,4.865708,2
C6181,,7.167461,3.2044408,1
C6183,,5.062687,4.6941347,1
C6184,,5.461989,2.1045625,1
C6189,,7.7058964,3.3237956,2
C619,,12.867952,0.27135926,2
C6190,,5.3386607,4.1606545,1
C6192,,3.8506513,2.283912,1
C6194,,7.168398,3.1196022,1
C6196,,14.134991,4.6791677,2
C6198,,3.531219,10.432666,1
C620,,10.071061,-0.19659972,1
C6200,,3.4621465,9.8971405,0
C6203,,17.422026,5.1654234,2
C6205,,6.0187535,1.4998186,1
C6207,,14.442656,5.391664,2
C6211,,11.489643,15.440545,2
C6213,,3.8781471,2.7621987,1
C6217,,7.5648427,3.620443,2
C6219,,10.132647,3.0237951,2
C6221,,-7.5989785,5.7905827,0
C6223,,3.1733608,2.9508102,0
C6227,,2.3383133,3.7819672,0
C6229,,4.8031406,-1.3291093,1
C623,,-1.7194239,9.07642,0
C6231,,14.747889,5.4714994,2
C6234,,11.667145,8.630216,2
C6236,,4.5762477,2.881194,1
C6238,,8.568258,9.713056,2
C624,,12.458282,0.36050418,2
C6240,,2.3039956,1.0753709,1
C6242,,17.330982,4.8005815,2
C6247,,12.062125,15.06652,2
C6249,,14.158519,4.6007676,2
C625,,13.837576,4.2726026,-1
C6251,,2.9702036,3.2816923,0
C6253,,16.735058,4.5603147,2
C6255,,5.857227,3.3465235,1
C6257,,4.8477182,-1.3492026,1
C6259,,3.5542464,10.403385,1
C6261,,7.324734,3.7521996,2
C6263,,9.795377,3.964651,2
C6265,,9.509718,4.0149107,2
C6267,,12.231247,14.94169,2
C6269,,4.576215,-0.884181,1
C6271,,3.5395577,3.162418,1
C6273,,5.594237,-1.0265124,1
C6275,,3.3763592,3.5151572,0
C628,,15.175778,-4.907158,1
C6281,,5.5349746,4.777953,1
C6283,,6.4642806,1.5615562,1
C6287,,7.565662,2.271221,1
C629,,10.16646,-0.029953873,1
C6290,,4.3983436,3.4031286,1
C6292,,11.494662,15.470149,2
C6294,,12.187167,16.54886,2
C6296,,7.1564317,3.1277049,1
C6298,,8.346077,4.2332697,2
C63,,0.45015544,6.622816,0
C6300,,5.3152194,4.6473813,1
C6302,,8.2816,3.6022267,2
C6304,,4.525362,5.82151,0
C6306,,3.9157965,2.7887843,1
C6308,,16.752884,4.770388,2
C6310,,12.144806,16.75134,2
C6312,,14.4437,-3.2822201,1
C6314,,12.115849,16.935118,2
C6316,,13.12572,5.7410994,2
C6318,,9.601385,3.9089568,2
C6320,,8.776138,2.4433882,1
C6322,,12.331059,16.604244,2
C6323,,-7.625994,5.7206044,0
C6326,,11.421195,15.474722,2
C6328,,2.3224418,3.8014047,0
C6330,,12.575583,16.863678,2
C6332,,12.548631,14.422554,2
C6334,,14.454985,-3.0243192,1
C6336,,12.077332,14.337062,2
C6338,,16.500803,4.9351144,2
C6339,,8.193706,3.3863988,2
C6342,,11.216546,7.4369664,2
C6344,,3.546145,10.408666,1
C6346,,7.4070797,9.677964,2
C6347,,4.6371446,2.9074137,1
C6349,,1.7955899,0.5881308,1
C6351,,11.681392,8.825376,2
C6353,,5.8529773,-0.078749046,1
C6356,,12.442201,16.198286,2
C6358,,5.6653833,-0.91077435,1
C6360,,5.7655535,12.843201,0
C6361,,16.936752,5.3370314,2
C6363,,14.628775,5.447337,2
C6365,,4.458349,0.82521176,1
C6367,,7.9758177,9.636385,2
C6369,,11.76202,9.341101,2
C637,,12.1860485,-6.1609397,1
C6371,,9.5378065,3.7337453,2
C6373,,12.162486,15.102051,2
C6375,,8.29764,2.4946046,2
C6377,,16.557203,5.1238346,2
C6379,,11.6992655,16.248999,2
C6381,,6.185491,4.2861466,1
C6383,,2.3299828,3.783281,0
C6385,,7.5825768,2.9165416,2
C6387,,8.928738,3.0238218,2
C6389,,9.193295,2.6418543,2
C6391,,12.632217,16.809662,2
C6393,,4.527902,-0.6547362,1
C6395,,14.940884,5.292326,2
C6398,,11.504602,16.70719,2
C64,,7.009566,10.1014,2
C640,,10.566048,1.1038299,2
C6400,,12.565966,16.740026,2
C6402,,6.8573003,4.109805,1
C6404,,14.805139,5.510152,2
C6406,,5.957451,12.808761,0
C6407,,12.355328,15.023761,2
C641,,13.044224,0.7038966,2
C6411,,12.654507,16.745676,2
C6413,,14.66172,5.4371657,2
C6415,,11.126713,15.161674,2
C6417,,6.7089934,2.6956403,1
C6419,,12.504687,16.16964,2
C6421,,11.041255,6.7901325,2
C6425,,14.8195715,5.552536,2
C6427,,11.082474,16.045763,2
C6431,,9.302157,3.6409218,2
C6435,,8.787622,3.5748336,2
C6438,,4.3895893,3.4947815,1
C6440,,9.350653,9.111461,2
C6442,,5.730515,8.530997,0
C6443,,11.781377,8.921786,2
C6445,,14.603701,6.0466776,2
C6447,,12.273041,16.63986,2
C6449,,9.493776,4.0105157,2
C645,,13.170274,-0.031048154,1
C6453,,5.679316,-0.202713,1
C6456,,8.708686,2.4797928,2
C6458,,3.357274,3.493276,0
C6460,,9.095445,2.5464978,2
C6462,,5.9084425,4.326932,1
C6464,,8.754078,3.344214,2
C6467,,16.787254,4.6378775,2
C6469,,3.212574,2.642229,1
C6473,,9.605645,4.1594043,2
C6474,,11.845897,16.724747,2
C6477,,9.240661,2.9265924,2
C6480,,17.430935,5.1673746,2
C6482,,2.207746,8.9608555,0
C6484,,2.5006928,3.5445502,0
C6485,,16.507002,5.028048,2
C6487,,11.596593,17.322227,2
C6489,,7.7516603,2.2260122,1
C649,,12.915821,0.23919682,2
C6492,,12.317894,15.123691,2
C6493,,12.615714,16.814512,2
C6495,,6.2982144,0.261632,1
C6497,,7.332718,2.080461,1
C6499,,14.588778,5.394063,2
C650,,-1.7079219,9.044108,0
C6503,,12.531001,14.419493,2
C6505,,7.1857605,2.4095304,1
C6507,,7.7506795,3.296205,2
C6509,,10.393217,4.7075114,2
C6511,,11.486713,15.494023,2
C6513,,12.040461,16.660328,2
C6515,,7.0209002,2.9933975,1
C6517,,1.9789267,-0.28030324,1
C6521,,3.4959755,9.956272,0
C6522,,5.317972,3.022652,1
C6524,,11.157023,3.0091648,2
C6526,,11.212806,14.005388,2
C6528,,14.462355,-3.015986,1
C6530,,5.357744,4.8035975,1
C6532,,6.360877,4.5077767,1
C6535,,17.274818,5.089229,2
C6537,,6.504566,8.774523,1
C6538,,14.195926,6.328742,2
C6542,,3.644963,3.3916287,1
C6544,,7.168921,3.241469,2
C6546,,7.8054633,2.5137951,2
C6548,,5.2601743,0.4510274,1
C6550,,4.8910427,4.540152,1
C6551,,17.412064,4.806858,2
C6553,,11.170711,15.239192,2
C6558,,9.644001,3.2877352,2
C6563,,10.466251,4.734609,2
C6566,,16.936224,5.1817207,2
C6568,,14.836648,5.5044727,2
C6572,,4.9905415,4.746635,1
C6574,,1.0862451,-0.5957732,1
C6576,,2.0160584,-0.21882443,1
C6578,,11.496874,9.110307,2
C6580,,11.473123,15.462153,2
C6582,,5.793656,12.607891,2
C6584,,7.2233787,2.2858036,1
C6586,,7.079874,3.9744143,2
C6587,,7.2943416,4.0550995,2
C6589,,4.1977105,2.631669,1
C659,,-1.8124198,9.153066,0
C6590,,16.53899,4.7275667,2
C6592,,11.0754175,14.1614,2
C6594,,3.0821822,3.4123538,0
C6596,,8.514523,2.4451854,1
C6598,,16.91659,5.4081507,2
C660,,11.163055,-6.5803175,1
C6600,,16.680151,4.7992425,2
C6602,,9.57932,4.0253916,2
C6606,,9.628249,3.8598409,2
C6607,,11.627611,8.593713,2
C661,,12.81931,0.52714753,2
C6613,,3.939235,1.8119577,1
C6617,,7.687362,2.2016163,1
C6619,,3.0416741,3.0928786,0
C6623,,14.528905,5.4032903,2
C6625,,3.5649183,10.368734,2
C6627,,16.807497,5.1691165,2
C6629,,14.568276,6.0779,2
C6631,,8.750958,2.8983402,2
C6633,,3.100231,2.9720342,0
C6635,,16.870846,5.1594944,2
C664,,-2.2094972,8.082452,0
C6641,,7.8281236,3.140114,2
C6643,,11.616673,3.2109644,2
C6645,,14.529598,5.3214097,2
C6647,,11.171068,16.188091,2
C6649,,12.5438,16.784203,2
C665,,11.543712,-5.169911,1
C6651,,5.507085,12.599749,0
C6652,,2.5438144,3.5078554,0
C6655,,11.709883,8.853727,2
C6657,,3.915018,3.1898491,1
C6659,,3.014824,3.4788501,0
C6661,,17.340279,5.2044616,2
C6663,,3.8906577,2.0416968,1
C6665,,8.038888,3.4532638,2
C6669,,3.0232742,2.9338374,0
C667,,13.636689,0.749886,2
C6671,,11.0213375,17.067299,2
C6673,,6.2614694,3.426007,1
C6675,,5.4409814,4.3224897,1
C6677,,11.578686,8.43007,2
C6679,,3.3468945,3.5736518,0
C668,,-2.1773438,8.106013,0
C6681,,5.192472,-0.23642054,1
C6683,,14.865679,5.4266357,2
C6685,,12.313173,16.587294,2
C6687,,12.590692,16.423338,2
C6689,,12.27637,14.89594,2
C6694,,12.293313,16.625568,2
C6697,,12.340913,16.629112,2
C670,,-1.9554499,8.550566,0
C6701,,16.619139,5.080473,2
C6703,,17.046894,5.1455626,2
C6705,,16.914625,4.887276,2
C6707,,16.819653,4.365336,2
C6709,,2.4655244,3.5928588,0
C671,,10.283514,0.31224906,1
C6714,,14.8065815,5.313461,2
C6715,,10.27498,4.2941217,2
C6717,,2.361545,3.74287,0
C6721,,5.778963,3.168405,1
C6725,,17.473104,5.235377,2
C6727,,2.818724,3.5527456,0
C6729,,11.994125,14.281122,2
C6731,,12.0694065,15.737414,2
C6733,,5.095421,0.63099575,1
C6736,,2.5535858,3.5157318,0
C6737,,16.863283,5.4444513,2
C6739,,11.772913,15.180788,2
C674,,-2.1567788,8.125014,0
C6745,,12.425014,16.934044,2
C6747,,6.9825,3.6204703,2
C6750,,11.2125,14.004481,2
C6752,,12.556289,14.414781,2
C6754,,16.39407,4.973583,2
C6756,,12.107205,16.51859,2
C6758,,6.7764773,8.983557,0
C676,,11.665731,-6.319443,1
C6760,,3.449544,2.2141652,1
C6761,,17.484339,5.036387,2
C6763,,12.471123,16.02035,2
C6765,,16.74003,4.768257,2
C6767,,3.5596452,10.38577,1
C6769,,2.6258516,1.13713,1
C6771,,16.708443,5.1020865,2
C6775,,16.282389,4.8710957,2
C6777,,11.823055,9.028555,2
C6779,,7.418858,2.1229172,1
C6781,,11.552141,8.535232,2
C6783,,7.290683,3.0969706,2
C6785,,3.9706619,2.565856,1
C6787,,9.463848,4.408363,2
C6789,,8.252253,3.1287522,2
C679,,13.460623,0.7313678,2
C6791,,8.766378,3.1828425,2
C6793,,5.68604,-0.77687585,1
C6795,,6.870235,3.4821925,1
C6797,,7.2050986,2.3919768,1
C6799,,14.222574,4.7170963,2
C6801,,6.163848,4.3676624,1
C6802,,3.4776363,2.7966366,1
C6804,,9.769942,3.952047,2
C6806,,7.81199,2.6782236,2
C6810,,7.494929,9.524325,2
C6811,,11.83025,9.048384,2
C6813,,11.8529005,9.061502,2
C6815,,8.458364,3.4706695,2
C6819,,11.12875,16.036411,2
C6821,,2.670511,1.1623683,1
C6823,,11.56906,15.379787,2
C6824,,8.4735985,2.598065,2
C6826,,7.249893,4.0694275,2
C6828,,12.149331,17.004396,2
C683,,11.397455,1.7147988,1
C6830,,11.125559,14.135731,2
C6832,,8.540247,2.5794923,2
C6834,,11.485864,15.490718,2
C6836,,8.969273,2.5048475,1
C6837,,6.257345,4.2661743,1
C6839,,8.52157,3.4101937,2
C684,,13.40397,0.7110999,2
C6843,,3.1595643,2.7967052,1
C6847,,5.6108828,-1.0086446,1
C6849,,16.726181,4.817366,2
C6853,,14.9423275,5.317451,2
C6855,,6.9442105,4.3038917,1
C6857,,7.6995034,9.632052,2
C6859,,17.393946,4.9800487,2
C686,,-2.062314,8.266915,0
C6863,,3.9473162,1.5354742,1
C6865,,17.030928,4.5647144,2
C6867,,8.557106,3.3441617,2
C6869,,7.738718,2.2246358,1
C6871,,6.5526185,4.4421225,1
C6872,,6.224126,1.2926971,1
C6874,,8.223273,3.6421373,2
C6876,,6.548869,1.5624714,1
C6878,,7.085145,3.2111688,1
C6879,,1.6909746,-0.5010966,1
C688,,11.738515,-6.2801905,1
C6881,,11.725291,9.433934,2
C6883,,17.003662,5.042682,2
C6885,,1.5537909,0.3626936,1
C6887,,7.1836658,2.2611039,1
C6889,,12.081781,14.971452,2
C689,,11.624144,-6.0931416,1
C6891,,17.388313,4.7323,2
C6893,,3.5411305,2.3487375,1
C6895,,6.6645827,4.448807,1
C6897,,6.7708354,8.969212,1
C6899,,16.638416,5.148287,2
C69,,1.2400845,5.9360394,1
C6901,,7.5520353,2.6606953,1
C6905,,12.46068,16.702852,2
C6909,,7.0310435,3.3383846,1
C6911,,16.775497,4.6360044,2
C6913,,14.263213,6.29134,2
C6915,,14.072221,4.6454105,2
C6917,,7.6981506,3.0793624,1
C6918,,7.8390384,3.4278336,2
C692,,11.864562,-6.830894,1
C6922,,12.4039345,16.679634,2
C6924,,17.010595,5.2007895,2
C6926,,-7.613403,5.7629476,0
C6928,,6.151958,1.4955788,1
C6931,,16.84361,5.3531384,2
C6933,,11.945016,17.245502,2
C6935,,3.5621743,10.380862,2
C6937,,7.556931,3.16018,1
C6939,,17.12768,4.586806,2
C6941,,6.135138,1.4563951,1
C6943,,12.271677,16.844908,2
C6945,,6.156946,1.3381739,1
C6947,,4.8772664,-0.16461372,1
C6949,,17.459522,5.1651077,2
C6951,,4.915259,2.0938323,1
C6953,,12.535981,16.235067,2
C6955,,11.224883,13.978437,2
C6957,,6.282882,1.4905181,1
C6959,,16.775433,4.6290746,2
C6961,,6.6970105,3.2704577,2
C6963,,3.141227,2.7116818,1
C6965,,11.768188,9.342715,2
C6967,,11.299435,14.977563,2
C6969,,14.883909,5.317918,2
C6973,,17.238811,5.2204766,2
C6977,,7.107922,2.3491611,1
C6979,,2.4554377,3.6082337,0
C6981,,6.085108,4.307391,1
C6983,,14.739868,5.309558,2
C6984,,11.923412,15.569039,2
C6986,,8.678397,3.4430573,2
C6988,,5.340157,2.4070594,1
C699,,1.2157483,6.283699,2
C6990,,5.4778247,1.8265141,1
C6992,,3.1151643,3.5433798,0
C6994,,11.8257675,9.001294,2
C6996,,6.739596,4.2946367,1
C6998,,2.6529822,3.3809588,0
C700,,11.806329,-6.4230733,1
C7000,,8.64349,3.5944736,2
C7002,,16.46824,5.1642594,2
C7004,,6.72293,4.2642775,1
C7006,,10.571703,3.0898416,2
C7009,,4.0448585,3.4168057,1
C7011,,12.378589,14.820492,2
C7014,,4.519522,2.5437522,1
C7018,,7.0841117,2.5316324,1
C702,,12.334731,-7.30919,1
C7020,,4.32721,0.83268297,1
C7026,,5.5408792,12.623144,0
C7027,,4.692833,0.89372563,1
C7030,,4.2461877,0.85625803,1
C7032,,12.554905,16.7771,2
C7034,,16.005312,5.050855,2
C7036,,9.546424,3.9962063,2
C704,,9.83192,-0.30343133,1
C7040,,5.3719525,8.479417,0
C7043,,14.8283,5.277543,2
C7046,,12.337597,14.871685,2
C7048,,11.333447,15.4215765,2
C705,,13.645968,0.71618295,2
C7050,,16.556145,5.056661,2
C7052,,17.38437,4.7899723,2
C7054,,4.417634,0.9593197,1
C7057,,11.111092,14.101732,2
C7059,,5.0015917,-1.4088445,1
C706,,11.906965,3.0759826,2
C7061,,8.28388,4.2960153,2
C7063,,6.7898703,4.2018194,1
C7065,,6.410929,4.4873505,1
C7067,,2.5326593,3.5305092,0
C7069,,7.592799,3.4666617,2
C707,,12.367794,0.85894555,2
C7071,,11.400652,7.87091,2
C7073,,7.5454965,3.707112,2
C7075,,4.214355,2.735244,1
C7077,,5.9824753,-0.035296522,1
C708,,11.356967,-6.5307,1
C7081,,7.6429076,4.0212307,2
C7083,,11.970923,14.267632,2
C7085,,8.898778,3.4974635,2
C7087,,4.9336934,2.9058955,1
C7089,,14.890785,5.4292274,2
C709,,7.146394,9.867785,2
C7091,,5.875441,0.19102424,1
C7093,,5.672821,-0.9789825,1
C7095,,9.50826,3.94384,2
C7097,,12.198345,16.775778,2
C710,,13.724571,0.70645607,2
C7100,,8.664221,3.397323,2
C7102,,7.095518,3.456195,1
C7103,,4.6615276,0.73072267,1
C7107,,12.471248,16.79014,2
C7109,,12.3558445,15.035675,2
C7111,,4.612192,-1.2923259,1
C7113,,2.6037354,1.1205559,1
C7115,,11.051445,17.007065,2
C7117,,12.101842,16.5234,2
C712,,12.737099,0.47854587,2
C7121,,16.178604,4.97396,2
C7123,,7.184439,2.774092,1
C7125,,2.4576497,3.588439,0
C7127,,7.790515,2.2559402,1
C7129,,6.5222554,3.6901634,1
C7131,,5.2157607,0.5680906,1
C7133,,1.5509943,0.34760866,1
C7135,,5.952381,-0.02380157,1
C7137,,11.347823,7.713756,2
C7139,,11.412401,15.387779,2
C714,,11.110819,-5.1281233,1
C7143,,5.990635,12.817369,0
C7144,,16.700176,4.795458,2
C7146,,5.31558,0.77156883,1
C7152,,8.10131,2.4648712,2
C7156,,9.451327,2.7131763,2
C7158,,7.710863,3.122875,2
C7160,,3.9898858,3.3195503,1
C7162,,3.3684297,3.303652,0
C7164,,4.9741864,4.4224157,1
C7166,,10.880518,3.0119336,2
C7168,,14.02385,4.582934,2
C717,,11.477864,-6.7994695,1
C7170,,12.560181,16.333988,2
C7174,,3.5016558,9.960802,0
C7176,,11.840347,15.29048,2
C7178,,10.857499,6.2811894,2
C718,,10.245715,0.46165413,1
C7180,,5.5927267,3.0250049,1
C7184,,8.949593,3.6325505,2
C7185,,5.770856,2.9671583,1
C7188,,8.4418545,3.4820127,2
C719,,13.2332945,-0.085399106,1
C7190,,7.253433,1.9386107,1
C7192,,17.506166,5.167273,2
C7194,,17.05313,5.2556405,2
C7196,,4.8890605,4.5191007,1
C7198,,14.865753,5.3658094,2
C720,,12.848768,-6.3415313,1
C7200,,3.8366833,2.264799,1
C7202,,6.407339,2.7250485,1
C7204,,4.2412953,3.4630635,1
C7206,,13.437309,5.487845,2
C7208,,10.271723,4.443555,2
C721,,12.374055,0.3114227,2
C7210,,14.340957,4.9546375,2
C7211,,7.2547097,3.256093,2
C7214,,5.2426357,0.6266284,1
C7215,,17.191824,5.1487393,2
C7217,,7.275073,4.119846,2
C7219,,1.745977,0.5582106,1
C7221,,5.74458,-0.8868674,1
C7223,,14.614112,5.9741197,2
C7225,,17.005413,5.220089,2
C7227,,6.2721486,0.20405711,1
C7229,,3.8468418,3.3060133,1
C7231,,8.696052,3.1364512,2
C7233,,4.00128,2.7010994,1
C7235,,17.34941,4.840353,2
C7237,,9.184024,9.212295,2
C7240,,9.976871,2.9594114,2
C7242,,12.570608,16.743408,2
C7244,,10.566211,4.8708696,2
C7247,,3.283475,2.6596756,1
C7249,,8.420705,4.273048,2
C7251,,11.698114,9.271839,2
C7252,,4.838587,4.597168,1
C7254,,11.428889,17.141054,2
C7256,,5.5590796,1.8230649,1
C7258,,1.9127797,-0.08661167,1
C7260,,14.891215,5.2545094,2
C7262,,7.573836,3.1800773,2
C727,,10.132831,0.008679765,1
C7270,,11.424769,15.504827,2
C7272,,11.083486,14.163727,2
C7274,,11.09967,6.9023952,2
C7279,,2.5629108,3.49546,0
C7281,,9.16918,3.6413355,2
C7284,,11.241309,15.789885,2
